restaurant_name,location,cuisines,cost_for_two,rating,cuisine_tags,quality_score
Mast Punjabi,Kumaraswamy Layout,"North Indian, Chinese, Rolls, Biryani, Kebab",,,"North Indian,Chinese,Rolls,Biryani,Kebab",1
South Grand,Uttarahalli,"South Indian, North Indian, Chinese, Beverages",,,"South Indian,North Indian,Chinese,Beverages",1
The Pizzeria,Banashankari,"Pizza, Italian, Salad",,,"Pizza,Italian,Salad",1
Cafe Zone,Kumaraswamy Layout,"Fast Food, Chinese, Rolls",,,"Fast Food,Chinese,Rolls",1
Ruchis Point,Banashankari,"Fast Food, Chinese",,,"Fast Food,Chinese",1
Firangi Bake,Rajarajeshwari Nagar,"Mexican, Italian",,,"Mexican,Italian",1
The Royal Corner - Pai Viceroy,Jayanagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Hara Fine Dine,Banashankari,"North Indian, Chinese",,,"North Indian,Chinese",1
Chocoberry,Jayanagar,"Ice Cream, Desserts, Beverages",,,"Ice Cream,Desserts,Beverages",1
Dakshin Grand,Banashankari,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Sandwichwallas,Jayanagar,Fast Food,,,Fast Food,1
Chai Mane,Basavanagudi,"Juices, Fast Food",,,"Juices,Fast Food",1
SLV Upachar,Kumaraswamy Layout,"South Indian, Chinese, Street Food",,,"South Indian,Chinese,Street Food",1
Waffle-A-Go Go,Banashankari,"Fast Food, Desserts, Ice Cream",,,"Fast Food,Desserts,Ice Cream",1
Cross Road Cafe,Jayanagar,"Cafe, Fast Food, Chinese",,,"Cafe,Fast Food,Chinese",1
Anand Donne Biriyani,Jayanagar,Biryani,,,Biryani,1
Seven Star,Banashankari,"North Indian, Chinese",,,"North Indian,Chinese",1
Stop 'N' Joy,Banashankari,Fast Food,,,Fast Food,1
Sri Yaksha Shiv Sagar,Banashankari,"North Indian, Chinese",,,"North Indian,Chinese",1
Fudge,Basavanagudi,"Desserts, Momos",,,"Desserts,Momos",1
Just Bunny,Jayanagar,Fast Food,,,Fast Food,1
Bakers Town,Kumaraswamy Layout,"Cafe, Continental, Fast Food",,,"Cafe,Continental,Fast Food",1
Shree Mahalakshmi Sweets,Banashankari,"Mithai, Street Food",,,"Mithai,Street Food",1
Kaapi Kendra,Jayanagar,South Indian,,,South Indian,1
Ivy,Kumaraswamy Layout,"North Indian, Chinese, Fast Food",,,"North Indian,Chinese,Fast Food",1
The Airos,Jayanagar,"Cafe, Italian, Pizza",,,"Cafe,Italian,Pizza",1
Chai Kraft,Jayanagar,"Beverages, Tea",,,"Beverages,Tea",1
South Point Pub,Basavanagudi,"North Indian, Seafood, Chinese",,,"North Indian,Seafood,Chinese",1
The Trundle,Jayanagar,"Chinese, Thai, Continental, North Indian",,,"Chinese,Thai,Continental,North Indian",1
The Krishna Grand Xpress,Jayanagar,"South Indian, Fast Food",,,"South Indian,Fast Food",1
Sri Krishna Darshini,Basavanagudi,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Shringar Sweets & Snacks,Basavanagudi,"Mithai, South Indian, Street Food, Fast Food",,,"Mithai,South Indian,Street Food,Fast Food",1
Udupi Grand,Basavanagudi,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Ganesh Grand,Basavanagudi,"South Indian, North Indian, Desserts",,,"South Indian,North Indian,Desserts",1
Shreyas Upahar & Burger Point,Basavanagudi,"South Indian, Burger",,,"South Indian,Burger",1
Little Cafe,Basavanagudi,"Cafe, Beverages",,,"Cafe,Beverages",1
Mumbai Badam Milk & Lassi Center,Basavanagudi,"Beverages, Desserts",,,"Beverages,Desserts",1
Sri Krishna Sagar,Banashankari,"North Indian, Chinese",,,"North Indian,Chinese",1
Mylari Biryani Family Restaurant,Banashankari,"Biryani, Fast Food",,,"Biryani,Fast Food",1
1980s Games Cafe,Basavanagudi,"Cafe, Fast Food",,,"Cafe,Fast Food",1
Kadala Tarangaa,Banashankari,"Mangalorean, Seafood, North Indian",,,"Mangalorean,Seafood,North Indian",1
Namma Biryani,Banashankari,"Biryani, Chinese, North Indian",,,"Biryani,Chinese,North Indian",1
Nandhanu's Rasoi,Kumaraswamy Layout,"Chinese, North Indian",,,"Chinese,North Indian",1
Hotel Pork Paradise,Mysore Road,South Indian,,,South Indian,1
As On Fire,South Bangalore,"Pizza, Fast Food, Bbq",,,"Pizza,Fast Food,Bbq",1
J K Fish Land,Jayanagar,"Seafood, Mangalorean",,,"Seafood,Mangalorean",1
Curry Leaves,Basavanagudi,"Andhra, North Indian, Chinese",,,"Andhra,North Indian,Chinese",1
Lassi Shop,Banashankari,"Beverages, Ice Cream, Fast Food",,,"Beverages,Ice Cream,Fast Food",1
Magic Meals,Jayanagar,"Fast Food, Desserts, Beverages",,,"Fast Food,Desserts,Beverages",1
Desi Cream Junction,Jayanagar,"Chinese, North Indian, Pizza, Italian",,,"Chinese,North Indian,Pizza,Italian",1
Drunken Monkey,Kumaraswamy Layout,"Beverages, Fast Food",,,"Beverages,Fast Food",1
Ruchi's Corner,Banashankari,Fast Food,,,Fast Food,1
Tandoori Bytes,Kumaraswamy Layout,North Indian,,,North Indian,1
Bangalore Donne Biriyani,Kumaraswamy Layout,"South Indian, Biryani",,,"South Indian,Biryani",1
SGS Non Veg - Gundu Pulav,Banashankari,"Biryani, Fast Food",,,"Biryani,Fast Food",1
Keventers,Banashankari,"Desserts, Beverages, Ice Cream",,,"Desserts,Beverages,Ice Cream",1
Sree Sagar,Banashankari,South Indian,,,South Indian,1
Navi Food Point,Basavanagudi,Fast Food,,,Fast Food,1
Shawarma Inc,Banashankari,"Rolls, Lebanese",,,"Rolls,Lebanese",1
The Cafe Nuts and Bolts,Kumaraswamy Layout,"Cafe, Fast Food, Chinese",,,"Cafe,Fast Food,Chinese",1
AM WOW,Jayanagar,Beverages,,,Beverages,1
Lalbagh Grand,Basavanagudi,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Funjabi Curries,Banashankari,North Indian,,,North Indian,1
Eat Repeat,Basavanagudi,South Indian,,,South Indian,1
Salut,Jayanagar,"Continental, Finger Food, Seafood, Pizza",,,"Continental,Finger Food,Seafood,Pizza",1
Nammura Donne Biriyani,Basavanagudi,"Biryani, Fast Food",,,"Biryani,Fast Food",1
Lassi Stop,Banashankari,"Beverages, Fast Food, Juices",,,"Beverages,Fast Food,Juices",1
Dakshin Kitchen,Basavanagudi,South Indian,,,South Indian,1
Sri Sai Cafe,Basavanagudi,South Indian,,,South Indian,1
Sri Sai 99 Variety Dosa,Banashankari,South Indian,,,South Indian,1
Utsav Restaurant,Banashankari,"North Indian, Chinese",,,"North Indian,Chinese",1
Crunch and Munch,Uttarahalli,"Chinese, Street Food, Ice Cream",,,"Chinese,Street Food,Ice Cream",1
Food Geek,Basavanagudi,"Sandwich, Fast Food, Rolls",,,"Sandwich,Fast Food,Rolls",1
Sri Krishna Aramane,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Fast Food",,,"South Indian,North Indian,Chinese,Fast Food",1
Great Indian Rolls,Basavanagudi,Rolls,,,Rolls,1
Chats Point,Basavanagudi,"Fast Food, Street Food",,,"Fast Food,Street Food",1
Food Point,Kumaraswamy Layout,"North Indian, Chinese",,,"North Indian,Chinese",1
Swarga Ruchi,Basavanagudi,South Indian,,,South Indian,1
Kolkata King,Basavanagudi,"Fast Food, Rolls",,,"Fast Food,Rolls",1
Sandwich Mama's And Frozen Monster,Jayanagar,"Ice Cream, Beverages, Fast Food",,,"Ice Cream,Beverages,Fast Food",1
New Rajadhani Spicy,Kumaraswamy Layout,North Indian,,,North Indian,1
Big Mishra Pedha,Jayanagar,Mithai,,,Mithai,1
VEGeatz,Banashankari,"South Indian, North Indian",,,"South Indian,North Indian",1
Foodizo,Banashankari,"Desserts, Fast Food, Continental",,,"Desserts,Fast Food,Continental",1
Food Springs,Jayanagar,"South Indian, Chinese",,,"South Indian,Chinese",1
Chung's Chinese Corner,Jayanagar,Chinese,,,Chinese,1
Eurasia Pasta and Barbeque by Little Italy,Jayanagar,"Italian, Fast Food, Salad, Bbq",,,"Italian,Fast Food,Salad,Bbq",1
Goli Vada Pav No. 1,Basavanagudi,Street Food,,,Street Food,1
Ragoo's,Jayanagar,"Italian, Pizza, North Indian, Salad",,,"Italian,Pizza,North Indian,Salad",1
Pure & Natural,Jayanagar,"Fast Food, Continental, Beverages, Salad, Healthy Food",,,"Fast Food,Continental,Beverages,Salad,Healthy Food",1
Maiyas,Jayanagar,"North Indian, South Indian, Fast Food, Juices",,,"North Indian,South Indian,Fast Food,Juices",1
Sip n Dine,Vijay Nagar,"North Indian, Chinese, South Indian",,,"North Indian,Chinese,South Indian",1
Cafe Mondo,Basavanagudi,"Cafe, Italian, Beverages",,,"Cafe,Italian,Beverages",1
Jalpaan,Jayanagar,"North Indian, Continental",,,"North Indian,Continental",1
Kataria's Pakwan,Kumaraswamy Layout,North Indian,,,North Indian,1
Juicy Momos,Banashankari,"Tibetan, Momos",,,"Tibetan,Momos",1
Amande Patisserie,Basavanagudi,"Bakery, French, Desserts",,,"Bakery,French,Desserts",1
Anand Sweets and Savouries,Jayanagar,"Mithai, Street Food",,,"Mithai,Street Food",1
Chicken Hunt,Banashankari,"South Indian, North Indian, Chinese, Biryani",,,"South Indian,North Indian,Chinese,Biryani",1
Swadesh Tadka,Banashankari,"North Indian, Chinese, Beverages",,,"North Indian,Chinese,Beverages",1
Cane-O-La,Basavanagudi,Juices,,,Juices,1
New Biryani Mane,Uttarahalli,"North Indian, Chinese, Biryani, South Indian",,,"North Indian,Chinese,Biryani,South Indian",1
Upahara Darshini,Jayanagar,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Karnataka Bhel House,Basavanagudi,Street Food,,,Street Food,1
Sreeraj Lassi Bar,Jayanagar,Beverages,,,Beverages,1
Juice Junction Food Court,Basavanagudi,"Juices, South Indian, Chinese, Fast Food",,,"Juices,South Indian,Chinese,Fast Food",1
Bunt's Biriyani Palace,Banashankari,"North Indian, South Indian, Chinese, Biryani, Seafood",,,"North Indian,South Indian,Chinese,Biryani,Seafood",1
Chai Point,Jayanagar,"Tea, Beverages, Fast Food",,,"Tea,Beverages,Fast Food",1
Janahaar,Banashankari,South Indian,,,South Indian,1
Utsav,Banashankari,"North Indian, Street Food",,,"North Indian,Street Food",1
Meat And Eat,Banashankari,"Fast Food, Burger",,,"Fast Food,Burger",1
Snacks Bite,Kumaraswamy Layout,"Fast Food, Momos",,,"Fast Food,Momos",1
The Spice Saga,Kumaraswamy Layout,"Biryani, North Indian, Chinese, Seafood",,,"Biryani,North Indian,Chinese,Seafood",1
Dakshin Cafe,Kumaraswamy Layout,South Indian,,,South Indian,1
Mr. Parathewala,Jayanagar,North Indian,,,North Indian,1
Kaulige Millet Corner,Basavanagudi,"Healthy Food, South Indian",,,"Healthy Food,South Indian",1
Ifruit Ice Cream,Kumaraswamy Layout,"Desserts, Ice Cream",,,"Desserts,Ice Cream",1
Havmor,Basavanagudi,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
Grand Food,Banashankari,"South Indian, Bakery, Chinese",,,"South Indian,Bakery,Chinese",1
Dining Hut,Kumaraswamy Layout,"North Indian, Chinese, South Indian",,,"North Indian,Chinese,South Indian",1
7 Hills Garden Restaurant,Banashankari,"North Indian, Mughlai, Chinese",,,"North Indian,Mughlai,Chinese",1
Desi Swaad,Kumaraswamy Layout,North Indian,,,North Indian,1
Yummy Momos,Kumaraswamy Layout,"Momos, Tibetan, Chinese",,,"Momos,Tibetan,Chinese",1
Masale Daan,Banashankari,North Indian,,,North Indian,1
Sri Manjunatha Tandoori Corner,Uttarahalli,Mughlai,,,Mughlai,1
Grow Fit,Jp Nagar,"Healthy Food, North Indian, Thai",,,"Healthy Food,North Indian,Thai",1
The House Of Vadapav,Banashankari,,,,,0
Cutcakes,Kumaraswamy Layout,Bakery,,,Bakery,1
Lassi Spot,Kumaraswamy Layout,,,,,0
Sandwich Hub,Jayanagar,"Fast Food, Sandwich",,,"Fast Food,Sandwich",1
Healthy Bakes 'n' Brew,Jayanagar,Bakery,,,Bakery,1
Udupi Sri Krishna Cafe,Jayanagar,"North Indian, South Indian",,,"North Indian,South Indian",1
Starlite Bakery & Fastfood,Jayanagar,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",,,"North Indian,Chinese,Rolls,Bakery,Arabian,Charcoal Chicken,Desserts",1
Veganbreak24x7,City Market,"South Indian, Chinese, Continental, Biryani",,,"South Indian,Chinese,Continental,Biryani",1
Aadhya Hotel,Basavanagudi,"South Indian, North Indian, Chinese, Biryani",,,"South Indian,North Indian,Chinese,Biryani",1
Dodda Mane Baaduta,Banashankari,"North Indian, South Indian, Chinese, Biryani",,,"North Indian,South Indian,Chinese,Biryani",1
Swadd Kitchen,Basavanagudi,"North Indian, Fast Food",,,"North Indian,Fast Food",1
Nandini Milk Parlour and Restaurant,Mysore Road,"Sandwich, Rolls, South Indian, Ice Cream",,,"Sandwich,Rolls,South Indian,Ice Cream",1
Happy Chopsticks,Basavanagudi,"Chinese, Fast Food",,,"Chinese,Fast Food",1
Sai Super Sandwich,Banashankari,"Sandwich, Beverages",,,"Sandwich,Beverages",1
Right Pizza,Basavanagudi,Pizza,,,Pizza,1
Udupi Upachar,Banashankari,"South Indian, North Indian",,,"South Indian,North Indian",1
Davanagere Benne Dose Hut,Banashankari,South Indian,,,South Indian,1
The Sip Shop,Basavanagudi,"Pizza, Beverages, Ice Cream",,,"Pizza,Beverages,Ice Cream",1
Subz,Jayanagar,"North Indian, South Indian",,,"North Indian,South Indian",1
Rajastani Rasoi,Basavanagudi,North Indian,,,North Indian,1
Sri Banashankari Upahara,Kumaraswamy Layout,"North Indian, South Indian",,,"North Indian,South Indian",1
Mint and Mustard,Basavanagudi,"North Indian, Chinese",,,"North Indian,Chinese",1
Chinese Square,Basavanagudi,Chinese,,,Chinese,1
Hyderabad Express,Banashankari,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",,,"Hyderabadi,Biryani,South Indian,Andhra,Beverages",1
Punjabi Raswada,Jayanagar,North Indian,,,North Indian,1
Vinny's,Banashankari,"Pizza, Italian, Continental, Desserts",,,"Pizza,Italian,Continental,Desserts",1
Chetty's Corner,Uttarahalli,"Fast Food, Burger, Pizza",,,"Fast Food,Burger,Pizza",1
Kapoor's Cafe,Jayanagar,North Indian,,,North Indian,1
Donne Biryani & Kabab Corner,Kumaraswamy Layout,"Chinese, Biryani",,,"Chinese,Biryani",1
Sukh Sagar,Jayanagar,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
S M V Snacks Corner,Basavanagudi,Fast Food,,,Fast Food,1
Andhra Ruchulu,Jayanagar,"Andhra, Biryani, North Indian, Chinese",,,"Andhra,Biryani,North Indian,Chinese",1
The Samosa Co,Jayanagar,"Fast Food, Mithai",,,"Fast Food,Mithai",1
Steaming Mugs,Basavanagudi,Cafe,,,Cafe,1
Rajathadri Food Fort,Jayanagar,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Brew Meister,Jayanagar,"North Indian, Continental, Finger Food, American, Asian",,,"North Indian,Continental,Finger Food,American,Asian",1
Rasoi,Banashankari,"North Indian, Chinese",,,"North Indian,Chinese",1
Mr. Singh Da Dhaba,Kumaraswamy Layout,"North Indian, Chinese",,,"North Indian,Chinese",1
Kababs N Biryani,Banashankari,South Indian,,,South Indian,1
Ayodhya Upachar,Banashankari,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Biriyani Mane,Jayanagar,"North Indian, Biryani",,,"North Indian,Biryani",1
Cafe Ajfan,Jayanagar,"Cafe, Continental, Beverages",,,"Cafe,Continental,Beverages",1
Brundhavana Food Point,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Street Food, Beverages",,,"South Indian,North Indian,Chinese,Street Food,Beverages",1
SLV Corner Restaurant,Basavanagudi,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",,,"South Indian,Chinese,North Indian,Street Food,Rolls,Juices",1
Biryani Royals Garden,Kumaraswamy Layout,"North Indian, Biryani, Mughlai",,,"North Indian,Biryani,Mughlai",1
Hotel New Karavali,Banashankari,"Mangalorean, South Indian, North Indian",,,"Mangalorean,South Indian,North Indian",1
The Krishna Grand,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",,,"North Indian,South Indian,Chinese,Fast Food,Juices",1
Roti Ghar,Basavanagudi,"North Indian, Chinese, South Indian",,,"North Indian,Chinese,South Indian",1
Multi Snacky Hub,Basavanagudi,Fast Food,,,Fast Food,1
Kettle & Kegs,Banashankari,"Tea, Beverages",,,"Tea,Beverages",1
Baisakhi,Basavanagudi,North Indian,,,North Indian,1
Poonam Sweets,Banashankari,Mithai,,,Mithai,1
Amma's Pastries,Banashankari,Bakery,,,Bakery,1
Polar Bear,Banashankari,"Ice Cream, Desserts, Beverages, Sandwich",,,"Ice Cream,Desserts,Beverages,Sandwich",1
Anand Sweets and Savouries,Banashankari,"Mithai, Street Food",,,"Mithai,Street Food",1
Ibaco,Banashankari,Desserts,,,Desserts,1
The Lassi and Juice Park,Banashankari,"Juices, Desserts",,,"Juices,Desserts",1
Corner Stone,Banashankari,"Beverages, Juices, Desserts, Italian",,,"Beverages,Juices,Desserts,Italian",1
Arun Ice Cream,Banashankari,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
Sweet N Swirl,Banashankari,"Desserts, Ice Cream",,,"Desserts,Ice Cream",1
Mukesh Sweet Centre,Banashankari,Mithai,,,Mithai,1
Gopi Ice Creams,Banashankari,Ice Cream,,,Ice Cream,1
Sri Venkateshwara Sweet Meat Stall,Basavanagudi,"Mithai, Street Food, North Indian, Chinese",,,"Mithai,Street Food,North Indian,Chinese",1
Baskin Robbins,Basavanagudi,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
Srinivasa Brahmins Bakery,Basavanagudi,"Bakery, Street Food",,,"Bakery,Street Food",1
Jain Bakes,Basavanagudi,"Bakery, Desserts",,,"Bakery,Desserts",1
KC Das - Sweet Spot,Basavanagudi,"Mithai, Street Food",,,"Mithai,Street Food",1
A2B Veg - Adyar Ananda Bhavan,Basavanagudi,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Cakecraft,Jayanagar,Desserts,,,Desserts,1
Jcubez,Banashankari,Finger Food,,,Finger Food,1
Ferment,Banashankari,Continental,,,Continental,1
Chung Wah,Banashankari,"Chinese, Momos, Thai, Vietnamese",,,"Chinese,Momos,Thai,Vietnamese",1
Blue Wings Bar & Restaurant,Banashankari,"North Indian, Chinese",,,"North Indian,Chinese",1
New Imperial Restaurant,Banashankari,"North Indian, Chinese",,,"North Indian,Chinese",1
7 Hills Restaurant,Banashankari,"North Indian, South Indian",,,"North Indian,South Indian",1
Karavali Fish Center,Banashankari,"Mangalorean, Chinese",,,"Mangalorean,Chinese",1
Iyer's Tiffin Centre,Banashankari,"South Indian, Chinese",,,"South Indian,Chinese",1
Kydz Adda,Banashankari,Continental,,,Continental,1
Food Box Cafe,Banashankari,"Mughlai, North Indian, Chinese",,,"Mughlai,North Indian,Chinese",1
Linnet Bar & Restaurant,Banashankari,"Fast Food, Finger Food",,,"Fast Food,Finger Food",1
Sri Ganesh Juice and Chats,Banashankari,"Juices, Street Food",,,"Juices,Street Food",1
Manifest Cafe,Banashankari,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Beijing Bites,Banashankari,"Chinese, Thai",,,"Chinese,Thai",1
Karavali Lunch Home,Banashankari,"South Indian, North Indian, Seafood, Mangalorean",,,"South Indian,North Indian,Seafood,Mangalorean",1
SLN Bar and Restaurant,Banashankari,"North Indian, Chinese",,,"North Indian,Chinese",1
Parijatha Paradise,Banashankari,"South Indian, North Indian, Fast Food, Chinese, Street Food",,,"South Indian,North Indian,Fast Food,Chinese,Street Food",1
Taaza Thindi,Banashankari,South Indian,,,South Indian,1
Kaapi Corner,Banashankari,South Indian,,,South Indian,1
Sri Laxmi Venkateshwara Coffee Bar,Banashankari,South Indian,,,South Indian,1
Messy Bowl,Banashankari,"Fast Food, Beverages",,,"Fast Food,Beverages",1
Brahmin Cafe,Banashankari,South Indian,,,South Indian,1
Hotel Mangala,Banashankari,South Indian,,,South Indian,1
Simple Thindies,Banashankari,South Indian,,,South Indian,1
SLV Swadishta,Banashankari,South Indian,,,South Indian,1
New Sagar Fast Food,Banashankari,"North Indian, South Indian",,,"North Indian,South Indian",1
Parama Ruchi,Banashankari,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Thrilok Restaurant,Banashankari,"Mangalorean, Seafood",,,"Mangalorean,Seafood",1
Shri Guru Raghavendra Grand Veg,Banashankari,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Pizza Stop,Banashankari,"Pizza, Italian",,,"Pizza,Italian",1
Hanumanthanagar Biryani Junction,Banashankari,South Indian,,,South Indian,1
SLV Refreshment,Banashankari,South Indian,,,South Indian,1
SVKP Daily Fresh,Banashankari,South Indian,,,South Indian,1
Srinagar Kabab Corner,Banashankari,North Indian,,,North Indian,1
Sri Venkateshwara Chat Centre,Banashankari,Street Food,,,Street Food,1
Vinay Bhel Corner,Banashankari,Street Food,,,Street Food,1
Roti Land,Banashankari,North Indian,,,North Indian,1
Nandi Chats and Juice,Banashankari,Street Food,,,Street Food,1
Yaarub Hotel,Banashankari,Biryani,,,Biryani,1
Rotti Mane,Banashankari,South Indian,,,South Indian,1
Karnataka Bhel House,Banashankari,Street Food,,,Street Food,1
The Coorg Kitchen,Banashankari,South Indian,,,South Indian,1
Just Shawarma,Banashankari,Arabian,,,Arabian,1
FOOD ADDA,Banashankari,Fast Food,,,Fast Food,1
Hotel Nisarga,Banashankari,"North Indian, South Indian",,,"North Indian,South Indian",1
Yo Roll Corner,Banashankari,"Street Food, Rolls",,,"Street Food,Rolls",1
New Quality Dum Biryani,Banashankari,Biryani,,,Biryani,1
